record_key,measurement_key,measurement_id,sequence_id,substrate_id,pair_id,split_family,split
feda5e38fe1adc6d,feda5e38fe1adc6d,meas_77da2d1f4f1a2eee,ef248adde3fc,smiles:ec65892b56c59abf,pair_b61b1540885d09bd,substrate_exclusive,train
20ffb60db929b43b,20ffb60db929b43b,meas_527a0ce854d66304,5f674a2c7c6b,smiles:ec65892b56c59abf,pair_131f87358a7e4d2b,substrate_exclusive,train
a5a29fed0f618baa,a5a29fed0f618baa,meas_7bf6cfacfa1e6699,cabb374d5ce7,smiles:ec65892b56c59abf,pair_400d064d8dab3f8a,substrate_exclusive,train
801f6cc069082a87,801f6cc069082a87,meas_a407936a0ec588d6,fa7119962953,smiles:ec65892b56c59abf,pair_88239155b7dfc05f,substrate_exclusive,train
f52e38a6b0c7850e,f52e38a6b0c7850e,meas_2fbce317615d08d4,ed8a1691faf6,smiles:ec65892b56c59abf,pair_8d3913ac95d287a4,substrate_exclusive,train
513abdf8de59554a,513abdf8de59554a,meas_dba8ece6dde1b978,a0eb0b735230,smiles:ec65892b56c59abf,pair_3befbad54ff828c6,substrate_exclusive,train
890c65da12558c3f,890c65da12558c3f,meas_c62f92886e3a521b,c4b4213bb152,smiles:ec65892b56c59abf,pair_4b8dde1f55f376b1,substrate_exclusive,train
07cfa7b48f69118d,07cfa7b48f69118d,meas_fff33fdd5bf579d8,3593b24596b7,smiles:ec65892b56c59abf,pair_69d1186ea0c05d8a,substrate_exclusive,train
112514b668348d98,112514b668348d98,meas_d1b38ca6dae7efbd,0e9c6ac333d0,smiles:4eadbde484a1db3b,pair_dd8eeb010bbc9ae8,substrate_exclusive,train
94c22bf5690e48a1,94c22bf5690e48a1,meas_5a195c6072460177,20aace60e59c,smiles:4eadbde484a1db3b,pair_d6702ed33ee384f8,substrate_exclusive,train
60b87a9d5733c54e,60b87a9d5733c54e,meas_5f1f8b6c5f61ded3,20aace60e59c,smiles:c9e9a2248380143a,pair_07e6cb8b26eb5f8f,substrate_exclusive,train
dc2e293b90b7f6f2,dc2e293b90b7f6f2,meas_1af9a49772a04fca,c487dac652ce,smiles:2f476f676edbc87d,pair_f2db7d40969d0d05,substrate_exclusive,train
cb08bc1e06fe327a,cb08bc1e06fe327a,meas_57eec98297169a47,fa7119962953,smiles:2f476f676edbc87d,pair_d552680ab80b2763,substrate_exclusive,train
d5660a90f878ee8c,d5660a90f878ee8c,meas_298ed4ee0b31b218,fa7119962953,smiles:7dc92b145b7ddfc7,pair_12cf172a743c7c6d,substrate_exclusive,train
a262eca7441862b8,a262eca7441862b8,meas_0b4f7df8e0939ee1,20aace60e59c,smiles:867a84db1866f518,pair_8926178703bc1455,substrate_exclusive,train
c4504b8776aa9891,c4504b8776aa9891,meas_bf4e23610685345b,3fb0f3c98a5d,smiles:ed163ee7ba76b1e7,pair_2f0ed55b21d50856,substrate_exclusive,train
61828d4352ee0182,61828d4352ee0182,meas_903a47d9f8b0e22f,ed8a1691faf6,smiles:27202c8d3f1cb282,pair_475e1a497dd83c28,substrate_exclusive,test
acba00e54288cbfd,acba00e54288cbfd,meas_0b337da7d6541c2a,5f674a2c7c6b,smiles:bc9589eed80e1abc,pair_55a644217afc7d53,substrate_exclusive,train
320fd679b2f922c9,320fd679b2f922c9,meas_abcda4db586beb35,cabb374d5ce7,smiles:bc9589eed80e1abc,pair_4e1dcb7c9da8e5e9,substrate_exclusive,train
2848461484efe035,2848461484efe035,meas_2afda7c6d15f67a9,7a5cf2d7a449,smiles:bc9589eed80e1abc,pair_a489d7931f5b0030,substrate_exclusive,train
52f8c3ca0435de48,52f8c3ca0435de48,meas_f31978d80ac012c3,fa7119962953,smiles:bc9589eed80e1abc,pair_9b8cc284e23830f6,substrate_exclusive,train
325aa89833426629,325aa89833426629,meas_b3ebebee496d380d,ef248adde3fc,smiles:581b7efd3dcd0e08,pair_708279f1f6922916,substrate_exclusive,train
775ef8fd4edcbb67,775ef8fd4edcbb67,meas_774876a62cd32a62,b8a70270bf5d,smiles:581b7efd3dcd0e08,pair_83cdf15432bd83e8,substrate_exclusive,train
a6c5593105452783,a6c5593105452783,meas_c9827d9188435f74,5f674a2c7c6b,smiles:581b7efd3dcd0e08,pair_1e2a97d8c4efc9b4,substrate_exclusive,train
4ff91186923095ef,4ff91186923095ef,meas_e28dcf1cb1dc0770,cabb374d5ce7,smiles:581b7efd3dcd0e08,pair_933b82efebbe61d5,substrate_exclusive,train
3bba3c62af89a07a,3bba3c62af89a07a,meas_241d84efcad15c32,7a5cf2d7a449,smiles:581b7efd3dcd0e08,pair_b00c086ee936091a,substrate_exclusive,train
350e68d8cf259a74,350e68d8cf259a74,meas_290dcac833f29233,43b96c1eee9f,smiles:581b7efd3dcd0e08,pair_f5610d3aad5124f7,substrate_exclusive,train
89de2a4e0b9f301f,89de2a4e0b9f301f,meas_2eac45b66210fa8d,da3be247f1a8,smiles:581b7efd3dcd0e08,pair_c29c793c11e5a8c3,substrate_exclusive,train
ff145eb14d7d2990,ff145eb14d7d2990,meas_9b8f366870be16ab,c4b4213bb152,smiles:581b7efd3dcd0e08,pair_7056de03d4eb5dce,substrate_exclusive,train
2e3d6318e7fad618,2e3d6318e7fad618,meas_79afc36daf714437,3593b24596b7,smiles:581b7efd3dcd0e08,pair_9d98047c40e966d0,substrate_exclusive,train
fc5702a5cdda03e0,fc5702a5cdda03e0,meas_0c64307ad253628b,05018b36a177,smiles:581b7efd3dcd0e08,pair_f6bd1c0f8780a775,substrate_exclusive,train
423daa54cae4bb0c,423daa54cae4bb0c,meas_949cdd7330d3b622,ed8a1691faf6,smiles:2c0c08c87880ba6f,pair_329c4999d192aa06,substrate_exclusive,train
93ad0d878363f4fc,93ad0d878363f4fc,meas_6c67348500f2ac85,ed8a1691faf6,smiles:644dce7ca85a1198,pair_8e11ac45e0982d5e,substrate_exclusive,test
d0dcb1ba2461c2a6,d0dcb1ba2461c2a6,meas_9585530339806357,56bc2133423a,smiles:a0ebc1a7eeb18ccb,pair_2633fb121b81719e,substrate_exclusive,train
31d8400d2d350ee4,31d8400d2d350ee4,meas_d692f9cc3875934e,b8a70270bf5d,smiles:a0ebc1a7eeb18ccb,pair_cb195f022480ac62,substrate_exclusive,train
7f6a48f26c8d9513,7f6a48f26c8d9513,meas_c92bfe289e7ae5c9,5f674a2c7c6b,smiles:a0ebc1a7eeb18ccb,pair_37dfd9c0d4df3208,substrate_exclusive,train
4fe9c45ca2f4fde3,4fe9c45ca2f4fde3,meas_02a260915fd3ff37,cabb374d5ce7,smiles:a0ebc1a7eeb18ccb,pair_a3d9dae16f2d92a2,substrate_exclusive,train
587b21e7d76c99f0,587b21e7d76c99f0,meas_5e0683523ca46f4d,7a5cf2d7a449,smiles:a0ebc1a7eeb18ccb,pair_3a337f975cead43e,substrate_exclusive,train
58f8be84e0ed746c,58f8be84e0ed746c,meas_b1e12311d851a8f7,c487dac652ce,smiles:a0ebc1a7eeb18ccb,pair_117fc91f547c955c,substrate_exclusive,train
bf015036844f63d8,bf015036844f63d8,meas_a45a4cb785e11c0f,ed8a1691faf6,smiles:a0ebc1a7eeb18ccb,pair_a84f97b580f8de3b,substrate_exclusive,train
6e3b7be6cfe97aa5,6e3b7be6cfe97aa5,meas_42e6e6fba61f8fad,43b96c1eee9f,smiles:a0ebc1a7eeb18ccb,pair_46aac8b8db6a12a7,substrate_exclusive,train
e7eb22b21aea874c,e7eb22b21aea874c,meas_a0f34680448fd256,7cbc4e4220f6,smiles:a0ebc1a7eeb18ccb,pair_d4cded1e0532bc89,substrate_exclusive,train
fe116fe07a7d81b4,fe116fe07a7d81b4,meas_fef2c27c03023436,ca7b744710c8,smiles:a0ebc1a7eeb18ccb,pair_e92a55dd9293eaa3,substrate_exclusive,train
d928b19fc11f210e,d928b19fc11f210e,meas_d8a984d68bebc272,66c9e90f062b,smiles:b0db43eb281c30d9,pair_8d646cdfd4f09b37,substrate_exclusive,train
bb820a99c60dfa31,bb820a99c60dfa31,meas_0d17529a8aefac31,ed8a1691faf6,smiles:abe6a8eadb8a9d64,pair_55434349b1c7dcf8,substrate_exclusive,train
743b4a69c9fbef97,743b4a69c9fbef97,meas_44e1904fc34f14b7,ef248adde3fc,smiles:4683152e3e559c0a,pair_a71d808b26d9d079,substrate_exclusive,train
cfa65af22e4f8e9a,cfa65af22e4f8e9a,meas_61e6109b726b73d7,ed8a1691faf6,smiles:4683152e3e559c0a,pair_d5629edb2e14d080,substrate_exclusive,train
1367232dc104c370,1367232dc104c370,meas_fb9665de73dd1cf1,c4b4213bb152,smiles:4683152e3e559c0a,pair_840585080d6f9bcd,substrate_exclusive,train
f8bdfd024e3f1247,f8bdfd024e3f1247,meas_413c553e03211e3f,3593b24596b7,smiles:4683152e3e559c0a,pair_5e6ef9a948ad0019,substrate_exclusive,train
d54dcf2447526936,d54dcf2447526936,meas_ab105bfbaf40f0cf,0271fc18c662,smiles:6c1788a2fe69909d,pair_0638a9404143f7fc,substrate_exclusive,train
f4f93fbea0cb9570,f4f93fbea0cb9570,meas_a144eb204cc01aaf,ef248adde3fc,smiles:6c1788a2fe69909d,pair_d84aabdc9fd4ebf9,substrate_exclusive,train
0bee06bc5837c958,0bee06bc5837c958,meas_ea86d321ce040fde,5f674a2c7c6b,smiles:6c1788a2fe69909d,pair_474e6f8377fa9bdb,substrate_exclusive,train
6fc42330fe56396d,6fc42330fe56396d,meas_ebcbcfc58d61af31,cabb374d5ce7,smiles:6c1788a2fe69909d,pair_a4ff1f036ac63028,substrate_exclusive,train
013dad5ca1521e07,013dad5ca1521e07,meas_a577ba32f6939df4,cabb374d5ce7,smiles:6c1788a2fe69909d,pair_9cb9f1a567ea0edf,substrate_exclusive,train
bc446e1c71ff8a55,bc446e1c71ff8a55,meas_c060b82b2f30b844,7a5cf2d7a449,smiles:6c1788a2fe69909d,pair_ed16ae2c477fcc89,substrate_exclusive,train
68c1f52b54bc1336,68c1f52b54bc1336,meas_d402b8cfe5f3854b,fa7119962953,smiles:6c1788a2fe69909d,pair_2cefd8908c2e57d3,substrate_exclusive,train
e9f27768b120f2eb,e9f27768b120f2eb,meas_c5d2246040a78b17,a0eb0b735230,smiles:6c1788a2fe69909d,pair_cf51904fc21b058b,substrate_exclusive,train
b13a9728f355499a,b13a9728f355499a,meas_70c015eb608d03e1,c4b4213bb152,smiles:6c1788a2fe69909d,pair_cdc84ddfe36554a6,substrate_exclusive,train
9374e870321927cf,9374e870321927cf,meas_c9512fada3f73a98,3593b24596b7,smiles:6c1788a2fe69909d,pair_74533d8129b0d8e5,substrate_exclusive,train
65a875b7ed16ac53,65a875b7ed16ac53,meas_556853d7c26c8f11,86233e3d06ff,smiles:6c1788a2fe69909d,pair_529f15a274e33714,substrate_exclusive,train
d151a0eee7b0335f,d151a0eee7b0335f,meas_20ef089873414524,56bc2133423a,smiles:64d1bedca3ad9a1d,pair_fb1fdaefd993e6dd,substrate_exclusive,train
9ab0edfe4b8eb856,9ab0edfe4b8eb856,meas_fb82c5ab11694e1a,ef248adde3fc,smiles:64d1bedca3ad9a1d,pair_50e911265052d1e9,substrate_exclusive,train
5400fc99a972999f,5400fc99a972999f,meas_8cf524c00ed35244,b8a70270bf5d,smiles:64d1bedca3ad9a1d,pair_a88e3667dd495aa5,substrate_exclusive,train
98ca553b07b08d34,98ca553b07b08d34,meas_c0be34bbe5a7cf84,5f674a2c7c6b,smiles:64d1bedca3ad9a1d,pair_e075192461727ea3,substrate_exclusive,train
3d6f61b4f1865f08,3d6f61b4f1865f08,meas_b17e8639cfadd56b,cabb374d5ce7,smiles:64d1bedca3ad9a1d,pair_0c743c15775b6d62,substrate_exclusive,train
a94955d04147eeb0,a94955d04147eeb0,meas_b3cc5ad535d41dcf,7a5cf2d7a449,smiles:64d1bedca3ad9a1d,pair_3af2ca146d7fbc30,substrate_exclusive,train
63c4b93fa00f2cf9,63c4b93fa00f2cf9,meas_905056130f287fb9,fa7119962953,smiles:64d1bedca3ad9a1d,pair_e67809d0e64b7a2c,substrate_exclusive,train
a321f57353fed436,a321f57353fed436,meas_e8d79353f242d0d8,ed8a1691faf6,smiles:64d1bedca3ad9a1d,pair_76d6ed7c1aa2f295,substrate_exclusive,train
d07f92723a3fcb99,d07f92723a3fcb99,meas_62c25087eb893955,a0eb0b735230,smiles:64d1bedca3ad9a1d,pair_100c4b3c2af08a5f,substrate_exclusive,train
ec41a62240254f06,ec41a62240254f06,meas_5b373cf5966fa7d5,43b96c1eee9f,smiles:64d1bedca3ad9a1d,pair_93a0bf163b1f4eaa,substrate_exclusive,train
03f5fd665881df10,03f5fd665881df10,meas_1a632e4cb3c374d6,c4b4213bb152,smiles:64d1bedca3ad9a1d,pair_cf675caa949b80cc,substrate_exclusive,train
71e80564d2a3f425,71e80564d2a3f425,meas_a53bdfa81239b4a1,3593b24596b7,smiles:64d1bedca3ad9a1d,pair_06f557267b279ff2,substrate_exclusive,train
21f3821255b5da20,21f3821255b5da20,meas_b4187b22f220d246,86233e3d06ff,smiles:64d1bedca3ad9a1d,pair_183bf4fc4a4d2fc8,substrate_exclusive,train
3d1fe4851a03b853,3d1fe4851a03b853,meas_22f71a68918fed34,d86869976e8d,smiles:edf995800a313e74,pair_5df0221ec92d6e1e,substrate_exclusive,train
68186936ad3d2e1e,68186936ad3d2e1e,meas_aea9f1ff10c413d1,b8a70270bf5d,smiles:edf995800a313e74,pair_a884adb184bdecd4,substrate_exclusive,train
8d6d20cdb62da43f,8d6d20cdb62da43f,meas_f81af2bf5df622fa,56bc2133423a,smiles:462b618a7419d00d,pair_72344ada6d1d9f81,substrate_exclusive,train
4f94882d48aa4711,4f94882d48aa4711,meas_add0c1c3a49bcbc2,20aace60e59c,smiles:462b618a7419d00d,pair_9414f859cf572f19,substrate_exclusive,train
cc430c76d74d140b,cc430c76d74d140b,meas_45ae51b3c9a5877d,b8a70270bf5d,smiles:462b618a7419d00d,pair_0a95a91015b49a95,substrate_exclusive,train
117441aa1e4310b1,117441aa1e4310b1,meas_e395bc7fa7ec75e7,5f674a2c7c6b,smiles:462b618a7419d00d,pair_ef26b23ee05a256e,substrate_exclusive,train
b0aad5415562825e,b0aad5415562825e,meas_9787d111dd0348bc,cabb374d5ce7,smiles:462b618a7419d00d,pair_bb7cbe3209e13dde,substrate_exclusive,train
614e628494eb6ac9,614e628494eb6ac9,meas_76d742c549dd67e0,7a5cf2d7a449,smiles:462b618a7419d00d,pair_4e2f78379f6af0e5,substrate_exclusive,train
c806d99fdf891b2e,c806d99fdf891b2e,meas_0600eb8cf1af4e18,43b96c1eee9f,smiles:462b618a7419d00d,pair_b117d2ad14d6f387,substrate_exclusive,train
8117e4d6dc5a8dfe,8117e4d6dc5a8dfe,meas_54ed4d4f150929f8,da3be247f1a8,smiles:462b618a7419d00d,pair_8413474b1a20a9f9,substrate_exclusive,train
2aefcec0cd15f1af,2aefcec0cd15f1af,meas_12a32097b8c14c5c,05018b36a177,smiles:462b618a7419d00d,pair_097e66c259093a55,substrate_exclusive,train
69d586ed9db392ac,69d586ed9db392ac,meas_7410389a43827ff6,ed8a1691faf6,smiles:2235dfdcf60a4a9c,pair_8e0bd2bc27ef17f5,substrate_exclusive,train
a09084daa7b87169,a09084daa7b87169,meas_27b6626b9f305864,279b770b1a65,smiles:30647be43af40cb8,pair_9d93e669d4195c89,substrate_exclusive,train
02e937a437c93e8e,02e937a437c93e8e,meas_b8706e36732eec3c,66c9e90f062b,smiles:30647be43af40cb8,pair_613ce7885ff60f4b,substrate_exclusive,train
db98afd2ba123c84,db98afd2ba123c84,meas_82beb1e9332998da,66c9e90f062b,smiles:70e19c09a8b1caeb,pair_a55101356d8562f6,substrate_exclusive,train
6146a96c01f68edb,6146a96c01f68edb,meas_ce69043ba9afd97e,66c9e90f062b,smiles:ca7fa642ba9a3d08,pair_5608806e6975909a,substrate_exclusive,train
0c34386734a84a6e,0c34386734a84a6e,meas_02d539025e1b9bb1,d86869976e8d,smiles:41bcecb147bf2c2f,pair_4c2d4894a185c78f,substrate_exclusive,train
5e84b042546c2bab,5e84b042546c2bab,meas_7d08d0b77ca1281b,56bc2133423a,smiles:6c20e777b174e2ea,pair_5d6f0fd78b39cc69,substrate_exclusive,train
1e54b29292d9e639,1e54b29292d9e639,meas_5ed30db1921f46b1,20aace60e59c,smiles:6c20e777b174e2ea,pair_5f965a69b6d92542,substrate_exclusive,train
8b4ac613d346d3f4,8b4ac613d346d3f4,meas_61f0dab141f2a635,05018b36a177,smiles:6c20e777b174e2ea,pair_9b43bfbfb5abe37b,substrate_exclusive,train
ced3b26f5d8f3165,ced3b26f5d8f3165,meas_02f58029330e818f,05018b36a177,smiles:a6d7f82acf053a5c,pair_7f0b97c283a1a4a0,substrate_exclusive,test
befcd69403e7556c,befcd69403e7556c,meas_b4ebccc44f13e2af,c4b4213bb152,smiles:93d61bac36827bc3,pair_87a872c91b76731b,substrate_exclusive,train
b8a80a174cc6ea4a,b8a80a174cc6ea4a,meas_875a9ddf055f18c8,3593b24596b7,smiles:93d61bac36827bc3,pair_85b0b6d469a3a3d0,substrate_exclusive,train
da2e47ac7ddbe661,da2e47ac7ddbe661,meas_6e3e95eb7d2436b3,ed8a1691faf6,smiles:c1b8d3e21472a005,pair_e5583736c9deedb7,substrate_exclusive,train
f3d02c1de23cdc58,f3d02c1de23cdc58,meas_fdcde3bfba36e719,56bc2133423a,smiles:0cf78fd55437fe8f,pair_3ac20be65fca079d,substrate_exclusive,train
a3ffb55b7638055a,a3ffb55b7638055a,meas_def85394fecd877f,27293a971628,smiles:1d3d66d1566c257a,pair_1bca506637abaaa7,substrate_exclusive,train
7993a42bd51a44f2,7993a42bd51a44f2,meas_9f0d64aae985acbc,fa7119962953,smiles:2c2830ef33e25424,pair_be9e088c29485e50,substrate_exclusive,train
ccca3ee0bcc87178,ccca3ee0bcc87178,meas_f0c292421797bc75,319604444ee2,smiles:a8cfb0b74b329fe5,pair_0723eeb35feefa22,substrate_exclusive,val
fecc3674922ac660,fecc3674922ac660,meas_56cd3232a5017b72,319604444ee2,smiles:693611d1f384fc60,pair_0f6aae02d3bfde79,substrate_exclusive,train
dc355ddd71cc8f92,dc355ddd71cc8f92,meas_de787ef9c932315b,56bc2133423a,smiles:97dac650b8172aa3,pair_d57fd810756e8176,substrate_exclusive,test
2f29c407652d47d5,2f29c407652d47d5,meas_9e468194d7033ff8,b8a70270bf5d,smiles:0c5b12d987979fdc,pair_9c535ea4dd1a2207,substrate_exclusive,train
8622d612d477086f,8622d612d477086f,meas_13c84bef21e8c488,56bc2133423a,smiles:e2ba1402281ec73a,pair_8d14082e08a38f3e,substrate_exclusive,train
dc74a72c227410a7,dc74a72c227410a7,meas_217d462cf39f52f0,56bc2133423a,smiles:166cf1e433bb286e,pair_b2b44f4b1e79b39b,substrate_exclusive,train
4f5d8a20edf6e28a,4f5d8a20edf6e28a,meas_f5fdc06e771cccac,56bc2133423a,smiles:5b9c1dab0df0a35e,pair_0e1496630f0278f4,substrate_exclusive,val
912764ed1b7d9a07,912764ed1b7d9a07,meas_0f5f6a9f9832cd3d,56bc2133423a,smiles:33a8d17adae72967,pair_2ce7670c89ab7c1f,substrate_exclusive,train
c1b6775503d645f3,c1b6775503d645f3,meas_2e6f01402f02d9f5,b8a70270bf5d,smiles:33a8d17adae72967,pair_bb3b81a3857cee80,substrate_exclusive,train
be19227ceb4279bc,be19227ceb4279bc,meas_1d29755928e12b40,05018b36a177,smiles:33a8d17adae72967,pair_2055dfd0b673e089,substrate_exclusive,train
681f688ea70f7831,681f688ea70f7831,meas_1ffb8c67b4241b37,56bc2133423a,smiles:48022b29c1cd04f7,pair_b0a0a729319c225e,substrate_exclusive,train
f9d06f037169ed9f,f9d06f037169ed9f,meas_0f4a1a4062d0ab42,56bc2133423a,smiles:dbb1ac6e5de73597,pair_a4490f9df4e61901,substrate_exclusive,train
307a2b75ef1e395f,307a2b75ef1e395f,meas_82b4ed6b750cab83,b8a70270bf5d,smiles:dbb1ac6e5de73597,pair_6ad6bad730696dcb,substrate_exclusive,train
cde0639422796bfe,cde0639422796bfe,meas_08f8f1b272a3b1fc,fa7119962953,smiles:dbb1ac6e5de73597,pair_d14b06be67555cea,substrate_exclusive,train
3785072b80de4c02,3785072b80de4c02,meas_3a88516272a72db7,43b96c1eee9f,smiles:dbb1ac6e5de73597,pair_7ef0063dab00035d,substrate_exclusive,train
41b5ae16cc975a23,41b5ae16cc975a23,meas_309176245ee0deb4,da3be247f1a8,smiles:dbb1ac6e5de73597,pair_89f13fe34976de70,substrate_exclusive,train
78671f4c1b418d26,78671f4c1b418d26,meas_6040d03c278e4311,05018b36a177,smiles:dbb1ac6e5de73597,pair_87ce03c104b0b9dd,substrate_exclusive,train
5f86833f6d5fa887,5f86833f6d5fa887,meas_864d24b2d01e86b3,cabb374d5ce7,smiles:0015e0d85c04f527,pair_72a4ce184fbe9038,substrate_exclusive,train
dd305b6ba06f615e,dd305b6ba06f615e,meas_1516c3092bb326eb,fa7119962953,smiles:0015e0d85c04f527,pair_5b00efeab04744f2,substrate_exclusive,train
e3593d7f2ed3191b,e3593d7f2ed3191b,meas_bc57e93adc5885b5,cabb374d5ce7,smiles:604d9d6abe6a6bd6,pair_b23cc4dd07e9fb17,substrate_exclusive,val
3b6a0e982b19abf4,3b6a0e982b19abf4,meas_88a8398c80f184e2,cabb374d5ce7,smiles:3768559dc1d9e241,pair_f7e058dea39717cc,substrate_exclusive,train
26e8821b8b7b8380,26e8821b8b7b8380,meas_be9e2ebf9a54f031,7a5cf2d7a449,smiles:85c8f458e4ced8a7,pair_6d15d28f1d4704b8,substrate_exclusive,test
9b3b3581de1802d4,9b3b3581de1802d4,meas_baf36e5430c86a47,7a5cf2d7a449,smiles:b60b349f8d37d578,pair_c60cfaf5b79c3c97,substrate_exclusive,train
e9dabf1932ee652d,e9dabf1932ee652d,meas_e6a35067c9c1a4b6,b8a70270bf5d,smiles:71318e67a5954c9e,pair_1d099b045d860018,substrate_exclusive,val
3f95c9bcecad5130,3f95c9bcecad5130,meas_aa4e74e15ffebe85,05018b36a177,smiles:d77e5e25d7f4c1b8,pair_10475054a8002238,substrate_exclusive,train
bf5e825163e8314f,bf5e825163e8314f,meas_9f3be7fbbd414bf6,43b96c1eee9f,smiles:bc06d113b4c84c61,pair_3b22112f004c1adf,substrate_exclusive,train
5a5e4ce2e5a24146,5a5e4ce2e5a24146,meas_b3fbcf73768dd535,05018b36a177,smiles:46868f2e931b838b,pair_1bba16331026579f,substrate_exclusive,train
22722daea7307113,22722daea7307113,meas_881b0972167a1665,05018b36a177,smiles:fee768cc3fbd583f,pair_7d8074bc9b65bee3,substrate_exclusive,train
de27bfa7240b4db4,de27bfa7240b4db4,meas_4a4a3f835f489af6,dab95ed6c2be,smiles:04f99446859e6105,pair_dd622b0fe2974486,substrate_exclusive,train
f9f32e329dc56724,f9f32e329dc56724,meas_4b0d555fc91b50c2,7a5cf2d7a449,smiles:04f99446859e6105,pair_ad1ab9cb78a4645d,substrate_exclusive,train
2b95a9acfc708d3b,2b95a9acfc708d3b,meas_aa3a7d66123ecc6e,fa7119962953,smiles:22bf303dafd68346,pair_40366266a44e2ea3,substrate_exclusive,train
8e1a7d0647c08f47,8e1a7d0647c08f47,meas_fb503c3d871fa904,5f674a2c7c6b,smiles:f2dad89bd07ef15d,pair_74a2e69711a9bd57,substrate_exclusive,test
1e1e1b43d85f53e1,1e1e1b43d85f53e1,meas_fd752cdfc1bb3239,b8a70270bf5d,smiles:706946ff090444d6,pair_474faffe9c27a50f,substrate_exclusive,train
e84a143930a2d542,e84a143930a2d542,meas_577087009b0abfb9,fa7119962953,smiles:1f7368f0f10702f5,pair_b8e354fe602dd9d5,substrate_exclusive,train
cd720103df2b7ed9,cd720103df2b7ed9,meas_9f3819f2fda1f5ff,ed8a1691faf6,smiles:1f7368f0f10702f5,pair_06234280c25652eb,substrate_exclusive,train
d14a9313ca94f128,d14a9313ca94f128,meas_eac9f76731c73015,cabb374d5ce7,smiles:c3d07408e7a1c5f7,pair_a6c5a9893d650924,substrate_exclusive,train
a3ec3b6637245885,a3ec3b6637245885,meas_b27585ab6a13c1c5,fa7119962953,smiles:c3d07408e7a1c5f7,pair_ff36f2b6e80bf1ae,substrate_exclusive,train
bd2dc80f63f22196,bd2dc80f63f22196,meas_54c1de49d24d78e0,56bc2133423a,smiles:89d9a45568123645,pair_d4356bf6b2484dca,substrate_exclusive,train
046cefb87a7a5203,046cefb87a7a5203,meas_91423a6de8d4dd0d,b8a70270bf5d,smiles:9a50ebc3b626ba1e,pair_9ba54c0c84bdea2b,substrate_exclusive,val
b1a5870617265aaa,b1a5870617265aaa,meas_bf8a4ef3eaefe2af,cabb374d5ce7,smiles:211f703b18b255c3,pair_b5f8ea86fa36b6a0,substrate_exclusive,test
70bedf1cf5a1849d,70bedf1cf5a1849d,meas_3ceef8ab161b19d6,fa7119962953,smiles:211f703b18b255c3,pair_361739a50a885302,substrate_exclusive,test
